lab_id,latitude,longitude,nuclide_id,salinity,sampdepth,samplabcode,station,temperatur,begperiod,uncertaint,unit_id,activity,samptype_id
345,75.988335,-140.00717,28,34.8682,802.84674,225.0,CB17,0.2675,2022-09-22 02:02:41,6.3573868e+07,9,1.3562907e+09,1
345,75.988335,-140.00717,28,34.8795,1002.9159,224.0,CB17,0.0176,2022-09-22 02:02:41,7.888618e+07,9,1.685868e+09,1
345,75.988335,-140.00717,28,34.9151,1502.8687,223.0,CB17,-0.2919,2022-09-22 02:02:41,9.613966e+06,9,2.0220035e+08,1
345,75.988335,-140.00717,28,34.9431,2002.6338,222.0,CB17,-0.4034,2022-09-22 02:02:41,1.5743094e+06,9,2.8215102e+07,1
345,75.988335,-140.00717,28,34.959,3586.6294,220.0,CB17,-0.2694,2022-09-22 02:02:41,714462.9,9,2.0437326e+06,1
345,75.01683,-140.07683,28,25.1384,5.8336844,219.0,CB18,-1.3398,2022-09-21 16:12:10,9.466615e+06,9,1.9565448e+08,1
345,75.01683,-140.07683,28,30.863,57.975155,216.0,CB18,0.6449,2022-09-21 16:12:10,7.205452e+06,9,1.4826102e+08,1
345,75.01683,-140.07683,28,31.8302,100.38636,214.0,CB18,-0.5203,2022-09-21 16:12:10,5.2633985e+06,9,1.05053976e+08,1
345,75.01683,-140.07683,28,33.1514,212.3475,210.0,CB18,-1.4263,2022-09-21 16:12:10,1.6043814e+07,9,3.260493e+08,1
345,75.01683,-140.07683,28,34.4436,292.35483,207.0,CB18,-0.2553,2022-09-21 16:12:10,1.2568426e+08,9,2.6740954e+09,1
345,75.01683,-140.07683,28,34.7155,355.83777,206.0,CB18,0.4168,2022-09-21 16:12:10,1.004082e+08,9,2.1297025e+09,1
345,75.01683,-140.07683,28,34.8406,502.7906,204.0,CB18,0.7941,2022-09-21 16:12:10,8.846333e+07,9,1.8698285e+09,1
345,75.01683,-140.07683,28,34.8564,602.33527,203.0,CB18,0.6448,2022-09-21 16:12:10,7.765084e+07,9,1.641076e+09,1
345,75.01683,-140.07683,28,34.8682,803.2089,202.0,CB18,0.2788,2022-09-21 16:12:10,7.720095e+07,9,1.6315578e+09,1
345,75.01683,-140.07683,28,34.8793,1002.6651,201.0,CB18,0.023,2022-09-21 16:12:10,5.3898228e+07,9,1.1385473e+09,1
