Event,Date_Time,Latitude,Longitude,Station,Cast,Bottle,Press_dbar_,DepthWater_m_,Temp___C_,Tpot___C_,Tcon___C_,Sal,ASAL_g_kg_,Density_kg_m__3_,BottomDepth_m,I129_at_l,unc_I129_at_l,U236_at_l,unc_U236_at_l,WM,f_mw,f_sim,f_pw,f_aw,Gamma_yrs,unc_Gamma_yrs,Delta_yrs,unc_Delta_yrs,Delta_Gamma_ratio,unc_Delta_Gamma_ratio,t_mode_yrs,unc_t_mode_yrs
SO21_46-02,2021-09-02T08:51:55,85.8485,-38.41966667,46,2,21,30.1,29.77545464,-1.4673,-1.467667146,-1.45786646,30.06290492,30.20833527,1024.316453,3311.264,2085809381.86551,64410426.8587174,12338991.2147252,340618.992747538,PSW,0.109579662279165,-0.0264817530425209,0.726134521300139,0.190767569463217,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SO21_50-16,2021-09-05T08:14:11,84.16066667,-32.391,50,16,5,500,494.0954983,0.5937,0.57133313,0.571314768,34.85324387,35.02014389,1030.317855,900.957,641620513.727062,21539520.7939548,NaN,NaN,AAW,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SO21_50-16,2021-09-05T08:14:11,84.16066667,-32.391,50,16,8,300,296.5538354,0.5615,0.548737605,0.549097099,34.78500021,34.95183464,1029.323994,900.957,1415529019.03239,44092192.0562154,NaN,NaN,AAW,0.0244719209295323,-0.0115660002682957,-0.163035567821424,1.15012964716019,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SO21_50-16,2021-09-05T08:14:11,84.16066667,-32.391,50,16,13,100,98.89285297,-1.328,-1.330038384,-1.32398769,33.02433861,33.18423967,1027.050664,900.957,3340028545.99115,103727090.302645,NaN,NaN,PSW,0.0529651537058097,-0.0197344239765119,0.295633608985079,0.671135661285624,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SO21_50-16,2021-09-05T08:14:11,84.16066667,-32.391,50,16,16,50.5,49.98701609,-1.6161,-1.616794891,-1.609035771,31.28737048,31.43893822,1025.4144,900.957,2741098505.57266,84647056.4818905,NaN,NaN,PSW,0.10038433853448,-0.0341417758083173,0.532825282148263,0.400932155125575,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SO21_50-16,2021-09-05T08:14:11,84.16066667,-32.391,50,16,18,29.7,29.35784035,-1.5271,-1.527495625,-1.51877486,30.78264999,30.93159435,1024.901288,900.957,1987873859.61812,61210797.9357265,NaN,NaN,PSW,0.105714130853284,-0.0299942984511364,0.618574895816426,0.305705271781427,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SO21_50-16,2021-09-05T08:14:11,84.16066667,-32.391,50,16,21,10,9.89985291,-1.4038,-1.40392592,-1.393704447,30.04545494,30.19056505,1024.203869,900.957,2555482952.91189,79330117.881855,NaN,NaN,PSW,0.116649692678881,-0.0128687273380962,0.540107586012349,0.356111448646866,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SO21_52-01,2021-09-05T13:54:38,84.268,-27.25916667,52,1,3,1000.1,987.0347346,-0.0749,-0.118494812,-0.117884421,34.89015613,35.05777465,1032.741267,1067.308,491520440.92995,15882729.5280189,NaN,NaN,uPDW,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SO21_52-01,2021-09-05T13:54:38,84.268,-27.25916667,52,1,5,500.3,494.3511167,0.51535,0.493320792,0.493412114,34.84913354,35.01600435,1030.320471,1067.308,775090445.85349,24029434.5213761,NaN,NaN,AAW,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SO21_52-01,2021-09-05T13:54:38,84.268,-27.25916667,52,1,10,300.2,296.7448938,0.5896,0.57676033,0.57704682,34.79343147,34.96031241,1029.328799,1067.308,1464549823.60503,45500574.745171,NaN,NaN,AAW,0.0249079858742188,-0.0125795690952192,-0.159575702839434,1.14724728606043,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SO21_52-01,2021-09-05T13:54:38,84.268,-27.25916667,52,1,15,100.2,99.0825124,-1.4721,-1.474028822,-1.468414169,33.13748413,33.29781649,1027.146884,1067.308,4055084625.69398,128940193.372187,NaN,NaN,PSW,0.0306632257089238,0.00789523978114618,0.210646492887993,0.750795041621937,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SO21_52-01,2021-09-05T13:54:38,84.268,-27.25916667,52,1,17,50,49.47160929,-1.6229,-1.623567043,-1.615734529,31.18674559,31.33784439,1025.328102,1067.308,2509760293.02582,77258454.1148649,NaN,NaN,PSW,0.078015680787648,-0.00636437543728418,0.54312311955683,0.385225575092807,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SO21_52-01,2021-09-05T13:54:38,84.268,-27.25916667,52,1,18,40,39.54798069,-1.59515,-1.595668643,-1.587448127,30.93251217,31.08244967,1025.072919,1067.308,2507044726.80681,77011341.5183703,NaN,NaN,PSW,0.105990103235752,-0.0299934297803849,0.54671633955723,0.377286986987403,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SO21_52-01,2021-09-05T13:54:38,84.268,-27.25916667,52,1,19,30,29.6545334,-1.4506,-1.451001681,-1.441600394,30.53607048,30.68402556,1024.699906,1067.308,2118830287.264,65542772.1719632,NaN,NaN,PSW,0.110404745704961,-0.0237099151404732,0.568336205462255,0.344968963973258,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SO21_52-01,2021-09-05T13:54:38,84.268,-27.25916667,52,1,22,9.9,9.784088957,-1.4608,-1.46091966,-1.451017347,30.00305306,30.14803716,1024.170646,1067.308,2214496891.8093,68636500.4247127,NaN,NaN,PSW,0.112810170042689,-0.00886096268606169,0.563782328091133,0.33226846455224,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
